date,time,FCU_temp_setpoint,FCU_onoff_setpoint,FCU_fan_setpoint,FCU_temp_feedback,FCU_mode_setpoint,FCU_control_mode,FCU_temp_setpoint_feedback,FCU_onoff_feedback,FCU_lock_feedback,FCU_fan_feedback,FCU_mode_feedback,manul_FCU_onoff,manul_temp_setpoint,manul_FCU_fan,manul_FCU_mode,supply_pressure,return_pressure,waterflow,supply_temp,return_temp,occupant_num,occupant_transform,room_temp1,room_RH1,room_temp2,room_RH2,differential_pressure
2021-08-16,03:10,,,,,,,,,,,,,,,,240962.56,243976.5,2.06,20.2,17.03,,,29.62,57.26,29.92,57.77,-0.28
2021-08-16,03:11,,,,,,,,,,,,,,,,240966.69,243983.79,2.05,20.2,17.03,,,29.62,57.26,29.92,57.77,-0.28
2021-08-16,03:12,,,,,,,,,,,,,,,,240978.08,243959.83,2.06,20.2,17.03,,,29.62,57.26,29.92,57.77,-0.28
2021-08-16,03:13,,,,,,,,,,,,,,,,240951.17,243963.87,2.06,20.13,17.03,,,29.62,57.26,29.92,57.84,-0.28
2021-08-16,03:14,,,,,,,,,,,,,,,,240976.86,243981.5,2.05,20.2,17.03,,,29.62,57.26,29.92,57.84,-0.28
2021-08-16,03:15,,,,,,,,,,,,,,,,240982.73,243996.56,2.06,20.13,17.03,,,29.59,57.26,29.92,57.77,-0.28
2021-08-16,03:16,,,,,,,,,,,,,,,,240957.54,243989.45,2.05,20.2,17.03,,,29.59,57.26,29.92,57.84,-0.28
2021-08-16,03:17,,,,,,,,,,,,,,,,240943.1,243958.5,2.06,20.13,17.03,,,29.62,57.29,29.92,57.84,-0.28
2021-08-16,03:18,,,,,,,,,,,,,,,,240955.14,243985.09,2.07,20.2,17.03,,,29.59,57.26,29.92,57.77,-0.28
2021-08-16,03:19,,,,,,,,,,,,,,,,240961.22,243966.33,2.05,20.13,17.03,,,29.62,57.26,29.92,57.77,-0.28
2021-08-16,03:20,,,,,,,,,,,,,,,,240947.13,243998.17,2.06,20.2,17.03,,,29.59,57.26,29.92,57.84,-0.28
2021-08-16,03:21,,,,,,,,,,,,,,,,240945.64,243950.28,2.06,20.13,17.03,,,29.59,57.26,29.92,57.84,-0.28
2021-08-16,03:22,,,,,,,,,,,,,,,,240958.99,243959.93,2.06,20.13,17.03,,,29.59,57.26,29.92,57.84,-0.28
2021-08-16,03:23,,,,,,,,,,,,,,,,240930.51,243958.19,2.05,20.2,17.03,,,29.59,57.26,29.92,57.84,-0.28
2021-08-16,03:24,,,,,,,,,,,,,,,,240958.6,243969.9,2.05,20.2,17.03,,,29.59,57.26,29.92,57.84,-0.28
2021-08-16,03:25,,,,,,,,,,,,,,,,240960.6,243946.63,2.05,20.2,17.03,,,29.59,57.29,29.92,57.84,-0.28
2021-08-16,03:26,,,,,,,,,,,,,,,,240963.62,243943.54,2.05,20.13,17.03,,,29.59,57.29,29.92,57.84,-0.28
2021-08-16,03:27,,,,,,,,,,,,,,,,240935.85,243957.27,2.06,20.2,17.03,,,29.59,57.29,29.92,57.84,-0.28
2021-08-16,03:28,,,,,,,,,,,,,,,,240943.91,243952.59,2.05,20.2,17.03,,,29.59,57.29,29.92,57.84,-0.28
2021-08-16,03:29,,,,,,,,,,,,,,,,240930.41,243949.55,2.05,20.2,17.03,,,29.59,57.29,29.92,57.84,-0.28
2021-08-16,03:30,,,,,,,,,,,,,,,,240944.39,243950.78,2.06,20.2,17.03,,,29.59,57.29,29.92,57.84,-0.28
2021-08-16,03:31,,,,,,,,,,,,,,,,240942.15,243946.06,2.05,20.13,17.03,,,29.59,57.29,29.92,57.77,-0.28
2021-08-16,03:32,,,,,,,,,,,,,,,,240924.84,243928.39,2.06,20.13,17.03,,,29.59,57.46,29.92,57.84,-0.28
2021-08-16,03:33,,,,,,,,,,,,,,,,240925.97,243929.86,2.05,20.13,17.03,,,29.59,57.46,29.92,57.84,-0.28
2021-08-16,03:34,,,,,,,,,,,,,,,,240931.84,243939.89,2.06,20.13,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:35,,,,,,,,,,,,,,,,240946.16,243928.72,2.05,20.13,17.03,,,29.59,57.46,29.92,57.84,-0.28
2021-08-16,03:36,,,,,,,,,,,,,,,,240956.95,243949.53,2.07,20.13,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:37,,,,,,,,,,,,,,,,240936.07,243928.64,2.06,20.13,17.03,,,29.59,57.46,29.92,57.84,-0.28
2021-08-16,03:38,,,,,,,,,,,,,,,,240938.05,243928.02,2.06,20.13,17.03,,,29.59,57.46,29.92,57.84,-0.28
2021-08-16,03:39,,,,,,,,,,,,,,,,240925.42,243955.08,2.07,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:40,,,,,,,,,,,,,,,,240937.38,243948.4,2.06,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:41,,,,,,,,,,,,,,,,240926.77,243928.88,2.05,20.13,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:42,,,,,,,,,,,,,,,,240933.72,243921.19,2.06,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:43,,,,,,,,,,,,,,,,240940.08,243928.61,2.06,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:44,,,,,,,,,,,,,,,,240919.52,243930.13,2.05,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:45,,,,,,,,,,,,,,,,240948.2,243933.47,2.06,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:46,,,,,,,,,,,,,,,,240943.58,243939.94,2.05,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:47,,,,,,,,,,,,,,,,240932.3,243924.98,2.05,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:48,,,,,,,,,,,,,,,,240934.12,243917.93,2.06,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:49,,,,,,,,,,,,,,,,240937.29,243918.78,2.05,20.2,17.03,,,29.57,57.46,29.92,57.84,-0.28
2021-08-16,03:50,,,,,,,,,,,,,,,,240928.8,243928.24,2.05,20.2,17.03,,,29.57,57.53,29.92,57.84,-0.28
2021-08-16,03:51,,,,,,,,,,,,,,,,240919.02,243925.06,2.06,20.2,17.03,,,29.57,57.53,29.92,57.84,-0.28
2021-08-16,03:52,,,,,,,,,,,,,,,,240942.17,243922.71,2.06,20.2,17.03,,,29.57,57.53,29.92,57.84,-0.28
2021-08-16,03:53,,,,,,,,,,,,,,,,240933.85,243912.15,2.06,20.2,17.03,,,29.57,57.53,29.92,57.9,-0.28
2021-08-16,03:54,,,,,,,,,,,,,,,,240938.57,243922.68,2.06,20.2,17.03,,,29.57,57.56,29.9,57.84,-0.28
2021-08-16,03:55,,,,,,,,,,,,,,,,240915.55,243908.9,2.06,20.13,17.03,,,29.57,57.53,29.92,57.84,-0.28
2021-08-16,03:56,,,,,,,,,,,,,,,,240906.36,243915.29,2.07,20.13,17.03,,,29.57,57.56,29.9,57.84,-0.28
2021-08-16,03:57,,,,,,,,,,,,,,,,240914.43,243902.46,2.07,20.2,17.03,,,29.57,57.53,29.92,57.84,-0.28
2021-08-16,03:58,,,,,,,,,,,,,,,,240915.95,243902.07,2.05,20.2,17.03,,,29.57,57.53,29.9,57.9,-0.28
2021-08-16,03:59,,,,,,,,,,,,,,,,240918.19,243920.65,2.06,20.2,17.03,,,29.57,57.53,29.92,57.9,-0.28
2021-08-16,04:00,,,,,,,,,,,,,,,,240918.08,243907.79,2.05,20.2,17.03,,,29.57,57.53,29.9,57.9,-0.28
2021-08-16,04:01,,,,,,,,,,,,,,,,240905.79,243915.24,2.06,20.2,17.03,,,29.49,57.56,29.9,57.84,-0.28
2021-08-16,04:02,,,,,,,,,,,,,,,,240898.42,243904.87,2.05,20.13,17.03,,,29.49,57.53,29.9,57.84,-0.28
2021-08-16,04:03,,,,,,,,,,,,,,,,240917.1,243906.07,2.05,20.13,17.03,,,29.49,57.53,29.92,57.84,-0.28
2021-08-16,04:04,,,,,,,,,,,,,,,,240900.55,243892.85,2.06,20.2,17.03,,,29.49,57.56,29.92,57.84,-0.28
2021-08-16,04:05,,,,,,,,,,,,,,,,240897.73,243894.77,2.05,20.2,17.03,,,29.49,57.56,29.92,57.84,-0.28
2021-08-16,04:06,,,,,,,,,,,,,,,,240915.64,243899.57,2.06,20.13,17.03,,,29.49,57.56,29.92,57.84,-0.28
2021-08-16,04:07,,,,,,,,,,,,,,,,240914.34,243887.93,2.05,20.13,17.03,,,29.49,57.56,29.92,57.84,-0.28
2021-08-16,04:08,,,,,,,,,,,,,,,,240913.7,243881.39,2.05,20.13,17.03,,,29.49,57.56,29.9,57.84,-0.28
2021-08-16,04:09,,,,,,,,,,,,,,,,240889.61,243903.83,2.06,20.2,17.03,,,29.49,57.56,29.9,57.84,-0.28
2021-08-16,04:10,,,,,,,,,,,,,,,,240901.28,243877.25,2.05,20.2,17.03,,,29.49,57.56,29.9,57.84,-0.28
2021-08-16,04:11,,,,,,,,,,,,,,,,240893.9,243883.88,2.06,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:12,,,,,,,,,,,,,,,,240884.18,243889.88,2.05,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:13,,,,,,,,,,,,,,,,240912.84,243909.17,2.06,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:14,,,,,,,,,,,,,,,,240903.45,243882.67,2.07,20.13,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:15,,,,,,,,,,,,,,,,240899.5,243882.95,2.05,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:16,,,,,,,,,,,,,,,,240896.61,243893.83,2.05,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:17,,,,,,,,,,,,,,,,240885.33,243889.29,2.08,20.13,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:18,,,,,,,,,,,,,,,,240905.94,243883.88,2.08,20.13,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:19,,,,,,,,,,,,,,,,240908.09,243899.79,2.05,20.2,17.03,,,29.49,57.73,29.9,57.9,-0.28
2021-08-16,04:20,,,,,,,,,,,,,,,,240911.6,243900.08,2.05,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:21,,,,,,,,,,,,,,,,240913.29,243895.68,2.06,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:22,,,,,,,,,,,,,,,,240926.15,243908.61,2.07,20.13,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:23,,,,,,,,,,,,,,,,240913.02,243892.37,2.06,20.2,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:24,,,,,,,,,,,,,,,,240901.69,243913.56,2.08,20.13,17.03,,,29.49,57.73,29.9,57.9,-0.28
2021-08-16,04:25,,,,,,,,,,,,,,,,240890.77,243914.685,2.065,20.13,17.03,,,29.49,57.73,29.9,57.870000000000005,-0.28
2021-08-16,04:26,,,,,,,,,,,,,,,,240879.85,243915.81,2.05,20.13,17.03,,,29.49,57.73,29.9,57.84,-0.28
2021-08-16,04:27,,,,,,,,,,,,,,,,240911.72,243905.34,2.06,20.2,17.03,,,29.49,57.73,29.9,57.9,-0.28
2021-08-16,04:28,,,,,,,,,,,,,,,,240899.1,243893.65,2.06,20.13,17.03,,,29.49,57.73,29.9,57.9,-0.28
2021-08-16,04:29,,,,,,,,,,,,,,,,240896.03,243874.83,2.07,20.2,17.03,,,29.49,57.73,29.9,57.9,-0.28
2021-08-16,04:30,,,,,,,,,,,,,,,,240894.18,243905.26,2.05,20.2,17.03,,,29.49,57.73,29.9,57.9,-0.28
2021-08-16,04:31,,,,,,,,,,,,,,,,240893.63,243887.32,2.06,20.13,17.03,,,29.49,57.73,29.9,57.94,-0.28
2021-08-16,04:32,,,,,,,,,,,,,,,,240885.94,243887.74,2.07,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:33,,,,,,,,,,,,,,,,240883.32,243892.94,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:34,,,,,,,,,,,,,,,,240878.82,243896.17,2.05,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:35,,,,,,,,,,,,,,,,240885.2,243871.02,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:36,,,,,,,,,,,,,,,,240890.31,243872.87,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:37,,,,,,,,,,,,,,,,240873.65,243855.27,2.05,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:38,,,,,,,,,,,,,,,,240883.62,243859.43,2.06,20.2,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:39,,,,,,,,,,,,,,,,240855.37,243865.39,2.05,20.13,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:40,,,,,,,,,,,,,,,,240873.58,243870.99,2.06,20.2,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:41,,,,,,,,,,,,,,,,240865.53,243870.11,2.05,20.2,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:42,,,,,,,,,,,,,,,,240855.86,243873.04,2.06,20.2,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:43,,,,,,,,,,,,,,,,240869.16,243883.46,2.07,20.2,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:44,,,,,,,,,,,,,,,,240882.31,243873.67,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:45,,,,,,,,,,,,,,,,240874.04,243874.58,2.05,20.2,17.03,,,29.49,57.73,29.9,58.04,-0.28
2021-08-16,04:46,,,,,,,,,,,,,,,,240880.31,243888.9,2.07,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:47,,,,,,,,,,,,,,,,240853.24,243833.82,2.06,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:48,,,,,,,,,,,,,,,,240857.72,243870.15,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:49,,,,,,,,,,,,,,,,240842.15,243850.78,2.06,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:50,,,,,,,,,,,,,,,,240867.82,243827.69,2.07,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:51,,,,,,,,,,,,,,,,240837.75,243841.51,2.05,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:52,,,,,,,,,,,,,,,,240849.51,243848.59,2.06,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:53,,,,,,,,,,,,,,,,240852.24,243811.44,2.06,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:54,,,,,,,,,,,,,,,,240828.77,243834.48,2.06,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:55,,,,,,,,,,,,,,,,240852.01,243824.65,2.05,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:56,,,,,,,,,,,,,,,,240832.0,243826.82,2.06,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:57,,,,,,,,,,,,,,,,240839.51,243808.12,2.06,20.13,17.03,,,29.49,57.8,29.9,58.11,-0.28
2021-08-16,04:58,,,,,,,,,,,,,,,,240837.02,243834.3,2.06,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,04:59,,,,,,,,,,,,,,,,240833.19,243835.33,2.06,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:00,,,,,,,,,,,,,,,,240812.06,243820.8,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:01,,,,,,,,,,,,,,,,240820.53,243838.5,2.07,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:02,,,,,,,,,,,,,,,,240801.71,243817.58,2.05,20.2,17.03,,,29.49,57.8,29.9,58.11,-0.28
2021-08-16,05:03,,,,,,,,,,,,,,,,240809.9,243802.64,2.07,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:04,,,,,,,,,,,,,,,,240805.42,243825.79,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:05,,,,,,,,,,,,,,,,240823.82,243810.88,2.05,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:06,,,,,,,,,,,,,,,,240805.1,243812.23,2.06,20.2,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:07,,,,,,,,,,,,,,,,240797.49,243800.3,2.06,20.2,17.03,,,29.49,57.8,29.9,58.11,-0.28
2021-08-16,05:08,,,,,,,,,,,,,,,,240779.59,243791.28,2.05,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:09,,,,,,,,,,,,,,,,240791.83,243813.41,2.05,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:10,,,,,,,,,,,,,,,,240781.9,243789.08,2.08,20.13,17.03,,,29.49,57.73,29.9,58.11,-0.28
2021-08-16,05:11,,,,,,,,,,,,,,,,240783.48,243798.66,2.07,20.2,17.03,,,29.49,57.8,29.9,58.11,-0.28
2021-08-16,05:12,,,,,,,,,,,,,,,,240766.2,243780.09,2.06,20.13,17.03,,,29.49,57.84,29.9,58.11,-0.28
2021-08-16,05:13,,,,,,,,,,,,,,,,240763.99,243793.06,2.06,20.2,17.03,,,29.49,57.84,29.9,58.11,-0.28
2021-08-16,05:14,,,,,,,,,,,,,,,,240751.68,243781.95,2.05,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:15,,,,,,,,,,,,,,,,240782.23,243777.1,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:16,,,,,,,,,,,,,,,,240769.76,243822.81,2.05,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:17,,,,,,,,,,,,,,,,240763.43,243777.99,2.05,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:18,,,,,,,,,,,,,,,,240772.22,243769.15,2.05,20.13,17.03,,,29.49,57.94,29.9,58.11,-0.28
2021-08-16,05:19,,,,,,,,,,,,,,,,240758.14,243787.9,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:20,,,,,,,,,,,,,,,,240759.37,243777.8,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:21,,,,,,,,,,,,,,,,240740.09,243763.31,2.05,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:22,,,,,,,,,,,,,,,,240757.58,243754.7,2.05,20.13,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:23,,,,,,,,,,,,,,,,240747.32,243762.3,2.05,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:24,,,,,,,,,,,,,,,,240742.95,243751.69,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:25,,,,,,,,,,,,,,,,240737.11,243728.83,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:26,,,,,,,,,,,,,,,,240733.12,243706.64,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:27,,,,,,,,,,,,,,,,240741.06,243746.16,2.05,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:28,,,,,,,,,,,,,,,,240726.83,243729.53,2.06,20.13,17.03,,,29.49,58.01,29.9,58.04,-0.28
2021-08-16,05:29,,,,,,,,,,,,,,,,240743.29,243719.1,2.07,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:30,,,,,,,,,,,,,,,,240725.35,243717.97,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:31,,,,,,,,,,,,,,,,240749.18,243718.48,2.07,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:32,,,,,,,,,,,,,,,,240703.37,243738.53,2.06,20.2,17.03,,,29.49,58.01,29.9,58.11,-0.28
2021-08-16,05:33,,,,,,,,,,,,,,,,240737.27,243712.04,2.06,20.13,17.03,,,29.49,58.22,29.9,58.11,-0.28
2021-08-16,05:34,,,,,,,,,,,,,,,,240725.03,243715.94,2.06,20.2,17.03,,,29.49,58.18,29.9,58.11,-0.28
2021-08-16,05:35,,,,,,,,,,,,,,,,240703.0,243705.48,2.06,20.13,17.03,,,29.49,58.28,29.9,58.11,-0.28
2021-08-16,05:36,,,,,,,,,,,,,,,,240723.21,243711.44,2.05,20.13,17.03,,,29.49,58.22,29.9,58.11,-0.28
2021-08-16,05:37,,,,,,,,,,,,,,,,240730.42,243725.69,2.06,20.13,17.03,,,29.49,58.22,29.9,58.11,-0.28
2021-08-16,05:38,,,,,,,,,,,,,,,,240724.73,243704.44,2.05,20.13,17.03,,,29.49,58.28,29.9,58.11,-0.28
2021-08-16,05:39,,,,,,,,,,,,,,,,240719.6,243709.86,2.06,20.13,17.03,,,29.49,58.22,29.9,58.11,-0.28
2021-08-16,05:40,,,,,,,,,,,,,,,,240715.74,243723.2,2.06,20.2,17.03,,,29.49,58.28,29.9,58.18,-0.28
2021-08-16,05:41,,,,,,,,,,,,,,,,240698.65,243713.66,2.05,20.2,17.03,,,29.49,58.28,29.9,58.18,-0.28
2021-08-16,05:42,,,,,,,,,,,,,,,,240718.28,243714.18,2.06,20.2,17.03,,,29.49,58.28,29.9,58.18,-0.28
2021-08-16,05:43,,,,,,,,,,,,,,,,240710.85,243708.52,2.06,20.2,17.03,,,29.45,58.28,29.81,58.18,-0.28
2021-08-16,05:44,,,,,,,,,,,,,,,,240713.27,243702.25,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:45,,,,,,,,,,,,,,,,240718.44,243690.36,2.05,20.13,17.03,,,29.45,58.28,29.81,58.18,-0.28
2021-08-16,05:46,,,,,,,,,,,,,,,,240710.47,243690.86,2.06,20.13,17.03,,,29.45,58.28,29.81,58.18,-0.28
2021-08-16,05:47,,,,,,,,,,,,,,,,240708.04,243699.68,2.05,20.13,17.03,,,29.45,58.28,29.81,58.18,-0.28
2021-08-16,05:48,,,,,,,,,,,,,,,,240697.43,243709.39,2.05,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:49,,,,,,,,,,,,,,,,240699.07,243682.74,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:50,,,,,,,,,,,,,,,,240692.15,243700.98,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:51,,,,,,,,,,,,,,,,240703.46,243701.82,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:52,,,,,,,,,,,,,,,,240689.84,243689.28,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:53,,,,,,,,,,,,,,,,240688.06,243703.63,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:54,,,,,,,,,,,,,,,,240687.77,243701.09,2.05,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:55,,,,,,,,,,,,,,,,240682.48,243684.02,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:56,,,,,,,,,,,,,,,,240708.56,243678.94,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:57,,,,,,,,,,,,,,,,240700.01,243678.79,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:58,,,,,,,,,,,,,,,,240710.62,243684.26,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,05:59,,,,,,,,,,,,,,,,240705.33,243696.93,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:00,,,,,,,,,,,,,,,,240704.03,243705.63,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:01,,,,,,,,,,,,,,,,240698.61,243691.74,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:02,,,,,,,,,,,,,,,,240700.89,243698.49,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:03,,,,,,,,,,,,,,,,240700.69,243676.54,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:04,,,,,,,,,,,,,,,,240686.46,243680.31,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:05,,,,,,,,,,,,,,,,240705.24,243660.73,2.05,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:06,,,,,,,,,,,,,,,,240679.59,243682.5,2.06,20.2,17.03,,,29.45,58.36,29.81,58.18,-0.28
2021-08-16,06:07,,,,,,,,,,,,,,,,240668.51,243673.98,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:08,,,,,,,,,,,,,,,,240672.71,243676.32,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:09,,,,,,,,,,,,,,,,240658.52,243681.22,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:10,,,,,,,,,,,,,,,,240668.13,243682.59,2.05,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:11,,,,,,,,,,,,,,,,240658.12,243650.27,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:12,,,,,,,,,,,,,,,,240663.84,243666.34,2.07,20.2,17.03,,,29.45,58.36,29.81,58.11,-0.28
2021-08-16,06:13,,,,,,,,,,,,,,,,240669.07,243676.92,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:14,,,,,,,,,,,,,,,,240645.36,243645.76,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:15,,,,,,,,,,,,,,,,240651.16,243669.64,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:16,,,,,,,,,,,,,,,,240619.5,243649.01,2.05,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:17,,,,,,,,,,,,,,,,240653.01,243655.22,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:18,,,,,,,,,,,,,,,,240668.18,243643.08,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:19,,,,,,,,,,,,,,,,240651.73,243653.48,2.06,20.13,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:20,,,,,,,,,,,,,,,,240628.88,243644.92,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:21,,,,,,,,,,,,,,,,240650.37,243649.96,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
2021-08-16,06:22,,,,,,,,,,,,,,,,240649.4,243641.05,2.06,20.2,17.03,,,29.45,58.28,29.81,58.11,-0.28
